artist,album,track_id,track_name,all_artists
Taylor Swift,Taylor Swift (Deluxe Edition),4BYejINgfZF0qKDMEH2cim,Picture To Burn,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),2TF4UtYreqNbQ6Z9AccldU,Teardrops On My Guitar - Radio Single Remix,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),1oR4MUBpyNrAViC8wPNpfm,A Place in this World,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),569sXXQ7t0jSdqHooi2yqs,Cold As You,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),5Tj2MqcFMf60CaGsKbM1aq,The Outside,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),2zzxwmoOBnXDT0KnJsoIWk,Tied Together with a Smile,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),41sjzdjScVwnxnxADElts6,Stay Beautiful,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),6CdaXOq1MWe2JHDalTG01d,Should've Said No,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),2O8sogKJCfVZ4rotBv1vVF,Mary's Song (Oh My My My),Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),1j6gmK6u4WNI33lMZ8dC1s,Our Song,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),7CzxXgQXurKZCyHz9ufbo1,I'm Only Me When I'm With You,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),1k3PzDNjg38cWqOvL4M9vq,Invisible,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),0YgHuReCSPwTXYny7isLja,A Perfectly Good Heart,Taylor Swift
Taylor Swift,Taylor Swift (Deluxe Edition),1hxLyjC9D9Jpw6EAPKqWv4,Teardrops on My Guitar - Pop Version,Taylor Swift
Billie Eilish,HIT ME HARD AND SOFT,1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,1LLUoftvmTjVNBHZoQyveF,THE DINER,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,7DpUoxGSdlDHfqCYj0otzU,BITTERSUITE,Billie Eilish
Billie Eilish,HIT ME HARD AND SOFT,2prqm9sPLj10B4Wg0wE5x9,BLUE,Billie Eilish
Billie Eilish,Happier Than Ever,4HOryCnbme0zBnF8LWij3f,Getting Older,Billie Eilish
Billie Eilish,Happier Than Ever,7bcy34fBT2ap1L4bfPsl9q,I Didn't Change My Number,Billie Eilish
Billie Eilish,Happier Than Ever,2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,Billie Eilish
Billie Eilish,Happier Than Ever,3YUMWmx8EJq0DurfuIwoGh,my future,Billie Eilish
Billie Eilish,Happier Than Ever,4t2OeILB07eMGTXSUbMPEu,Oxytocin,Billie Eilish
Billie Eilish,Happier Than Ever,0FfqyjhB6Kspvit1oOo7ax,GOLDWING,Billie Eilish
Billie Eilish,Happier Than Ever,4191RXFPa7Ge9XkA4cWlna,Lost Cause,Billie Eilish
Billie Eilish,Happier Than Ever,5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,Billie Eilish
Billie Eilish,Happier Than Ever,4T2zre0jqstNJ5Gt0WG9lz,Not My Responsibility,Billie Eilish
Billie Eilish,Happier Than Ever,5uSG6fUPRaehaV820zcpsK,OverHeated,Billie Eilish
Billie Eilish,Happier Than Ever,5jhBwnqzNNrENXnYrAdoCe,Everybody Dies,Billie Eilish
Billie Eilish,Happier Than Ever,042Sl6Mn83JHyLEqdK7uI0,Your Power,Billie Eilish
Billie Eilish,Happier Than Ever,38GBNKZUhfBkk3oNlWzRYd,NDA,Billie Eilish
Billie Eilish,Happier Than Ever,20R4HfKloPKgXDqU7UKk3x,Therefore I Am,Billie Eilish
Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish
Billie Eilish,Happier Than Ever,4ak9GGe6afmi2HbxEjvhIC,Male Fantasy,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0rQtoQXQfwpDW0c7Fw1NeM,!!!!!!!,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",4QIo4oxwzzafcBWkKjDpXY,xanny,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3Fj47GNK2kUF0uaEDgXLaD,wish you were gay,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",6X29iaaazwho3ab7GNue5r,8,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0tMSssfxAL2oV8Vri0mFHE,listen before i go,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3LgWsmilsrWXiPYQFRD0T7,goodbye,Billie Eilish
Ariana Grande,eternal sunshine deluxe: brighter days ahead,7LtqaCjLaiSvSdYgFQyYEM,intro (end of the world),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,3NcrKwg8J1mOB1Ybt18rYt,bye,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,65EIzsI7l5NgVG6ARaPath,don't wanna break up again,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,37xSCULPsOwbtlrfXxWNyo,Saturn Returns Interlude,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,0ZE7YRwdYqM8CtmfExYGDk,eternal sunshine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,5V7rdUyypIWQ1T52gRfY44,supernatural,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,48bbrovqXOEgBAmcaoKe9h,true story,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,59mCYbP5mcOn7vIgHshRPv,the boy is mine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,0eanJEFFplPt5ByX33ms63,"yes, and?",Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,3zSnPhuucEb9JbFSxKVcIn,we can't be friends (wait for your love),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,6XIcW7JmkYlnHLWtn2qyxZ,i wish i hated you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,53XP6aAlSDIEjRJr8F0fh0,imperfect for you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,43TXNdQorrBW62jfmm4jkS,ordinary things (feat. Nonna),"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine deluxe: brighter days ahead,5BBkvXH2jYROUzKIB7WX7S,intro (end of the world) - extended,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,1YRbAonLvmuUILvQso0gUM,twilight zone,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,0BeR2fJmYnKNn7IORw3GR9,warm,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,6wZOZ0votPhc8qdg4UFPtH,dandelion,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,2MIpkAQVJqQIDf9k4YWoHR,past life,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead,4D2DFuqs2PwLiHbcf6CX47,Hampstead,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),2KawmvuMvEZvoYLSblxNnm,intro (end of the world),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0adaq3QVXa6xcT0A5gyuWU,bye,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),5dTIPIwtQDq1iglXSvmg2R,don't wanna break up again,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),4IFuro2gb8AdhJ4OOucPS5,Saturn Returns Interlude,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1TQHWqSiqSRsjc32By1qKC,eternal sunshine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),6ckwLnqxeNqahEXMpxojrz,supernatural,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),7lYX895hzlbCgpBejGtVCq,true story,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),55jP8VMOi8DA8JFbM5OZFh,the boy is mine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),4T8VTPhmIazj4cZ52B2dAT,"yes, and?",Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0eJby3xIvMhXJaAfZKhffc,we can't be friends (wait for your love),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),55RvzkOuq55GXqpIZpQTd1,i wish i hated you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1TJkGrCTU3LgaIebfPqaAT,imperfect for you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),6PPh2EUtdpBxv2KhVFXFEY,ordinary things (feat. Nonna),"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),33cRPtUHTjMG90FZV76S8T,intro (end of the world) - extended,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),3tl9CDeTF1UnRciYtVd318,twilight zone,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),3DUX8Y8wkKET3BU0MzykkO,warm,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),5Be4ZEXxEpupMrnQHYdokm,dandelion,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),2vepX2UB9dbChWhuPQOu9l,past life,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0T3gCq5ZQvGq9jqZmaAff1,Hampstead,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1VIkPMOnWl3Xmc1aSpjbWN,intro (end of the world) - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),3qKQJaRUJR8D5wRU0m19sZ,bye - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),4agOc7W9XKQB358QRH0mFq,don't wanna break up again - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0YGf69JzGkwNUAntkB4Rt0,Saturn Returns Interlude - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1SyQd3GJkmIBeQQYZENpId,eternal sunshine - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1nUsYU8wvzfKOoODE91KTa,supernatural - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0VfbyDu0kfKEp6FUkteLEJ,true story - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),19M4ufzkx9YLQEVhPEDxZm,the boy is mine - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1UEdCLsd7JSYpyNGUFbvY2,"yes, and? - instrumental",Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),4IeEdWzYf58yoV56qRXddJ,we can't be friends (wait for your love) - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1RHbi2GOT3HgCxbJUI9aXR,i wish i hated you - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),7G0oYXBPOEZUSOAHctUM2U,imperfect for you - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),3lrdiU2zG8mrTGUAAKO7QB,ordinary things (feat. Nonna) - instrumental,"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1b7hrpeYthxGSbklY3UTvz,intro (end of the world) - extended instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),2QZB1C9qniDhS6iqxBG8y6,twilight zone - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),0xfxN2Ro7vFwIn8n8R3TeN,warm - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),2Guz7gu1nOe2poG8e20NZZ,dandelion - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),1I4kQfVvWdKadvAzgcxaT1,past life - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (instrumental version),2BiRBX5shWBv0EK3OkoveU,Hampstead - instrumental,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5rz6BhAIYq45Iw94xQRSJe,intro (end of the world),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),1Uq7DRe6jVNvrvcGVcpUSO,bye,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),3d4NRTVASm8UCwczC3EtsL,don't wanna break up again,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),0X5CV5S0wv4BipEwvfjvLx,Saturn Returns Interlude,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),1opfry8NTdZ9bbgmPAI02b,eternal sunshine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),04jvNAcBr8bRhex4Ek0305,supernatural,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5y0y1hHDwguhjxyIhDGdOO,true story,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6VF6nvDUvbOM1Oxn7Ep9E8,the boy is mine,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6NXNPdQEguHjSH7PcKn1ZQ,"yes, and?",Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),4K7EWfdIXAcojdtX933bxF,we can't be friends (wait for your love),Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5O0gryVdUiFrLptRqdPIUc,i wish i hated you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),4IXoZjyZWASKX3TjI0A1px,imperfect for you,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),29QPtg6AbwTvOp3foN5HAQ,ordinary things (feat. Nonna),"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),7tsfS4TNh9E20v7pkimwGp,intro (end of the world) - extended,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),1edcyazKIdKrIuz9cWpXU6,twilight zone,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),3bdSZEgKApb7vGxDxyrpdO,warm,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),3fxDcaiomBMomHdMeCSsZ2,dandelion,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),2Im5a2GdRF1QIUUNqnloX4,past life,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),159mI5CS5WE1FkQ5sfHjV0,Hampstead,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5JIpOaVTECRIXSD0CwIzQh,intro (end of the world) - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),1mecPNzAoBtbHrD9V95LtG,bye - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6ZWn060jvZ5naUOGsQZ0oM,don't wanna break up again - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),2adOpmJdTo3zAOa0ghiYLi,Saturn Returns Interlude - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6nawtnqRwsSXX6wlNO1X1K,eternal sunshine - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),153sKihd2kuCAgF0nb9bq6,supernatural - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6uBzSTBAOtJZkngVgncbCx,true story - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),0poF0mfvsUmW3ib7jaHDPP,the boy is mine - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6W0ZuLCsNGYrEDoosglSi7,"yes, and? - a cappella",Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),291MSJpaIvBjWbXYTv5p9z,we can't be friends (wait for your love) - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),3sRbtaXWUX0dCVu7g0UNeL,i wish i hated you - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),2aApBbc95H7jB6EmDBGLzW,imperfect for you - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5Fw8PVO1wNtjB1f3MFOPUY,ordinary things (feat. Nonna) - a cappella,"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),4KRbKhq4DxsqzpQ2Pgga1K,intro (end of the world) - extended a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),32fRtQExWvhTIWYYTfi83s,twilight zone - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),5jr3pt1eJfy8jcWTnxvNOF,warm - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),4NoiTxdM92vkFntIAnDvoi,dandelion - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),0yyuUb1iYJOzqpCnIIfyvV,past life - a cappella,Ariana Grande
Ariana Grande,eternal sunshine deluxe: brighter days ahead (a cappella version),6o7kLEMjdpSZukm3JTCrtQ,Hampstead - a cappella,Ariana Grande
Ariana Grande,Wicked: The Soundtrack,0br9vcQnqeqp9PKCGsrxAF,No One Mourns the Wicked,"Wicked Movie Cast, Ariana Grande, Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke, Jenna Boyd"
Ariana Grande,Wicked: The Soundtrack,4HAhrqmjZ6ltgVdPF8K6wn,Dear Old Shiz,"Wicked Movie Cast, Shiz University Choir, Ariana Grande"
Ariana Grande,Wicked: The Soundtrack,4mxj6SQ7BxfQ90CBTbxcwH,The Wizard And I,"Cynthia Erivo, Michelle Yeoh"
Ariana Grande,Wicked: The Soundtrack,7eGuPhpdS8sBjPJNuAShUX,What Is This Feeling?,"Ariana Grande, Cynthia Erivo"
Ariana Grande,Wicked: The Soundtrack,5E2ASK5znLzoizBy4njhM4,Something Bad,"Peter Dinklage, Cynthia Erivo"
Ariana Grande,Wicked: The Soundtrack,6qo8v2y2MHUSPLs7VBc6cG,Dancing Through Life,"Jonathan Bailey, Ariana Grande, Ethan Slater, Marissa Bode, Cynthia Erivo"
Ariana Grande,Wicked: The Soundtrack,3i8fIJNV0yuC4kXT3SkVBZ,Popular,Ariana Grande
Ariana Grande,Wicked: The Soundtrack,2tWioTW2rs0CXf1dTXlRrX,I’m Not That Girl,Cynthia Erivo
Ariana Grande,Wicked: The Soundtrack,4jNerIJa2IOeL5gVDvMNLW,One Short Day,"Cynthia Erivo, Ariana Grande, Kristin Chenoweth, Idina Menzel, Michael McCorry Rose"
Ariana Grande,Wicked: The Soundtrack,2Nox49biysRuKoIaDWMemm,A Sentimental Man,Jeff Goldblum
Ariana Grande,Wicked: The Soundtrack,5QMrH5nszZZR3nefIj6Mar,Defying Gravity,"Cynthia Erivo, Ariana Grande"
Ariana Grande,Wicked: The Soundtrack,5oUggqlg7zOto1unBbj393,Ozdust Duet - Bonus Track,The Wicked Orchestra
Ariana Grande,eternal sunshine (slightly deluxe and also live),7EhJMeBeptBfJh8kkjZXjw,intro (end of the world),Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),3ogYLHbcHcJnbc16dAjhjt,bye,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),21SiVKUZKwWmL5C64G3R3e,don't wanna break up again,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),3TZzy5oBF3JQ7U1iZtfN5v,Saturn Returns Interlude,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),0XhDSaTM3SzZfyP4DLQQyr,eternal sunshine,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),1MrnFWBjQCaaeOc7dhR8Bc,supernatural,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),2Nq87hLQ4cUKNQTdpnnaRr,true story,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),46ss5XTo2UVPp1rfFTBQRl,the boy is mine,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),74EQXvUUmicEZB0OcsAKVi,"yes, and?",Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),6Y318KtQcizvWEI1cJhNiN,we can't be friends (wait for your love),Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),07IzLNKVhhGrLQ971uezZ8,i wish i hated you,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),25nMgOon23lfJOXAFfabFK,imperfect for you,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),0TRiAXUwYAHo4sQKMgcZZG,ordinary things (feat. Nonna),"Ariana Grande, Nonna"
Ariana Grande,eternal sunshine (slightly deluxe and also live),11U6LlwAzp6mrS2JNWYXt1,"yes, and? (with Mariah Carey) - Remix","Ariana Grande, Mariah Carey"
Ariana Grande,eternal sunshine (slightly deluxe and also live),0OanqO2wZZkAE8i6FESIXS,supernatural (with Troye Sivan),"Ariana Grande, Troye Sivan"
Ariana Grande,eternal sunshine (slightly deluxe and also live),4TkvdQwcxXxusi8JG6mMj7,"the boy is mine (with Brandy, Monica) - Remix","Ariana Grande, Brandy, Monica"
Ariana Grande,eternal sunshine (slightly deluxe and also live),0CtVKn43bnXL7IGnwSihds,imperfect for you - acoustic,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),1AVcvrXkUdtukUYN4307oC,intro (end of the world) - live version,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),6y5A3vRHBYWRsZHN6eWrng,don’t wanna break up again - live version,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),4SbTZNOYhRMHdlwGA2QQfq,eternal sunshine - live version,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),0FnkhFA4h80IYaYGgKFI2M,supernatural - live version,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),5sRczgK1xkskY6HICpEKHa,"yes, and? - live version",Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),5ozhji2Nka62WG9XnjcKvN,we can’t be friends (wait for your love) - live version,Ariana Grande
Ariana Grande,eternal sunshine (slightly deluxe and also live),4nQLt9m4p0fLUMOogvV6ZN,imperfect for you - live version,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),1djLdPkMQCbF1iENkeqXJG,Intro,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),4jwPNgd0ux1wE4TgETVIT3,Problem,"Ariana Grande, Iggy Azalea"
Ariana Grande,My Everything (Tenth Anniversary Edition),0e6qFb4yA7MkyHA9Cpb6c1,One Last Time,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),6O5sKvYjB1R20oCTyaJsc5,Why Try,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),7qQKhhQkLGxDKeF0EY2uH6,Break Free,"Ariana Grande, Zedd"
Ariana Grande,My Everything (Tenth Anniversary Edition),3uDFCbWt1T19sz8zhBuaUc,Best Mistake,"Ariana Grande, Big Sean"
Ariana Grande,My Everything (Tenth Anniversary Edition),0BFkaHSK8Irpp9KX7XUsvd,Be My Baby,"Ariana Grande, Cashmere Cat"
Ariana Grande,My Everything (Tenth Anniversary Edition),50TJobiTvboJbFoSykLsYF,Break Your Heart Right Back,"Ariana Grande, Childish Gambino"
Ariana Grande,My Everything (Tenth Anniversary Edition),2Pm40TLDw6G78thGOdsJW7,Love Me Harder,"Ariana Grande, The Weeknd"
Ariana Grande,My Everything (Tenth Anniversary Edition),1Navul75J8qZT3o2ocljkG,Just A Little Bit Of Your Heart,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),09FrbOhB1v2VV5MxJd54qm,Hands On Me,"Ariana Grande, A$AP Ferg"
Ariana Grande,My Everything (Tenth Anniversary Edition),7ELQqHFR2EiwVQTbdsRWHm,My Everything,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),742RnSnVo7SZNhN32AavQJ,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj"
Ariana Grande,My Everything (Tenth Anniversary Edition),0dIMoAWQxrC2prw2TKNCvw,Only 1,Ariana Grande
Ariana Grande,My Everything (Tenth Anniversary Edition),3PCklyrrpEDpbSEzO5nPo0,You Don't Know Me,Ariana Grande
